,Cover_Type
11390,1
11391,2
11392,2
11393,2
11394,2
11395,2
11396,2
11397,1
11398,5
11399,1
11400,2
11401,2
11402,2
11403,1
11404,1
11405,2
11406,2
11407,2
11408,2
11409,1
11410,2
11411,1
11412,2
11413,1
11414,1
11415,2
11416,2
11417,1
11418,2
11419,2
11420,2
11421,2
11422,2
11423,2
11424,2
11425,2
11426,2
11427,2
11428,1
11429,2
11430,2
11431,2
11432,1
11433,2
11434,2
11435,2
11436,1
11437,1
11438,1
11439,2
11440,1
11441,2
11442,2
11443,1
11444,1
11445,2
11446,2
11447,1
11448,2
11449,2
11450,2
11451,1
11452,2
11453,2
11454,2
11455,1
11456,2
11457,2
11458,1
11459,2
11460,2
11461,2
11462,2
11463,2
11464,1
11465,2
11466,2
11467,2
11468,2
11469,2
11470,5
11471,5
11472,5
11473,2
11474,1
11475,2
11476,5
11477,5
11478,5
11479,5
11480,2
11481,5
11482,5
11483,2
11484,5
11485,2
11486,2
11487,2
11488,2
11489,2
11490,2
11491,2
11492,2
11493,2
11494,2
11495,2
11496,2
11497,1
11498,2
11499,2
11500,1
11501,2
11502,2
11503,2
11504,2
11505,2
11506,2
11507,1
11508,2
11509,2
11510,2
11511,1
11512,1
11513,2
11514,2
11515,2
11516,1
11517,2
11518,2
11519,2
11520,2
11521,2
11522,1
11523,2
11524,2
11525,2
11526,2
11527,2
11528,2
11529,2
11530,2
11531,2
11532,1
11533,2
11534,2
11535,2
11536,2
11537,1
11538,2
11539,2
11540,1
11541,5
11542,2
11543,2
11544,5
11545,2
11546,2
11547,5
11548,2
11549,2
11550,5
11551,5
11552,2
11553,2
11554,5
11555,2
11556,2
11557,1
11558,2
11559,1
11560,2
11561,1
11562,2
11563,2
11564,1
11565,5
11566,2
11567,2
11568,5
11569,5
11570,2
11571,5
11572,2
11573,2
11574,2
11575,2
11576,2
11577,2
11578,2
11579,1
11580,2
11581,2
11582,2
11583,5
11584,2
11585,2
11586,1
11587,2
11588,2
11589,2
11590,2
11591,2
11592,2
11593,2
11594,2
11595,2
11596,1
11597,2
11598,2
11599,2
11600,2
11601,1
11602,2
11603,1
11604,2
11605,1
11606,2
11607,2
11608,2
11609,1
11610,2
11611,2
11612,2
11613,2
11614,1
11615,2
11616,1
11617,2
11618,1
11619,1
11620,2
11621,1
11622,2
11623,2
11624,2
11625,2
11626,2
11627,2
11628,2
11629,1
11630,2
11631,5
11632,2
11633,2
11634,2
11635,2
11636,5
11637,5
11638,5
11639,2
11640,5
11641,5
11642,5
11643,5
11644,2
11645,5
11646,2
11647,2
11648,5
11649,5
11650,2
11651,5
11652,5
11653,2
11654,2
11655,5
11656,2
11657,2
11658,2
11659,5
11660,5
11661,1
11662,2
11663,1
11664,1
11665,2
11666,2
11667,2
11668,2
11669,2
11670,1
11671,1
11672,1
11673,1
11674,1
11675,2
11676,2
11677,1
11678,2
11679,2
11680,1
11681,1
11682,1
11683,1
11684,2
11685,1
11686,1
11687,1
11688,1
11689,2
11690,1
11691,1
11692,2
11693,2
11694,2
11695,1
11696,2
11697,1
11698,2
11699,1
11700,2
11701,2
11702,2
11703,2
11704,2
11705,2
11706,1
11707,2
11708,2
11709,2
11710,2
11711,1
11712,2
11713,1
11714,1
11715,1
11716,1
11717,1
11718,1
11719,2
11720,2
11721,1
11722,2
11723,2
11724,1
11725,1
11726,1
11727,5
11728,2
11729,2
11730,2
11731,2
11732,1
11733,5
11734,5
11735,5
11736,5
11737,2
11738,2
11739,5
11740,5
11741,5
11742,5
11743,5
11744,5
11745,2
11746,1
11747,5
11748,5
11749,5
11750,1
11751,5
11752,2
11753,5
11754,5
11755,1
11756,5
11757,5
11758,5
11759,1
11760,1
11761,2
11762,5
11763,1
11764,5
11765,1
11766,1
11767,5
11768,5
11769,1
11770,5
11771,5
11772,1
11773,1
11774,2
11775,5
11776,1
11777,1
11778,5
11779,1
11780,1
11781,1
11782,1
11783,5
11784,1
11785,1
11786,1
11787,2
11788,1
11789,1
11790,1
11791,1
11792,5
11793,5
11794,2
11795,1
11796,1
11797,1
11798,1
11799,5
11800,1
11801,2
11802,5
11803,1
11804,1
11805,2
11806,2
11807,5
11808,5
11809,5
11810,5
11811,1
11812,1
11813,5
11814,2
11815,2
11816,1
11817,5
11818,5
11819,5
11820,5
11821,1
11822,5
11823,5
11824,2
11825,5
11826,1
11827,2
11828,5
11829,1
11830,1
11831,5
11832,1
11833,5
11834,2
11835,5
11836,1
11837,1
11838,2
11839,2
11840,1
11841,1
11842,1
11843,5
11844,2
11845,5
11846,5
11847,2
11848,1
11849,2
11850,1
11851,5
11852,1
11853,2
11854,1
11855,1
11856,5
11857,2
11858,1
11859,1
11860,2
11861,2
11862,5
11863,1
11864,1
11865,2
11866,5
11867,5
11868,1
11869,5
11870,1
11871,1
11872,5
11873,5
11874,1
11875,2
11876,5
11877,1
11878,2
11879,2
11880,5
11881,5
11882,1
11883,2
11884,1
11885,1
11886,1
11887,7
11888,2
11889,7
11890,5
11891,7
11892,5
11893,1
11894,7
11895,7
11896,5
11897,5
11898,5
11899,1
11900,7
11901,5
11902,5
11903,1
11904,7
11905,5
11906,2
11907,7
11908,5
11909,2
11910,5
11911,1
11912,7
11913,5
11914,7
11915,7
11916,7
11917,1
11918,7
11919,7
11920,7
11921,5
11922,7
11923,5
11924,7
11925,7
11926,5
11927,2
11928,7
11929,7
11930,5
11931,7
11932,5
11933,5
11934,1
11935,1
11936,2
11937,2
11938,2
11939,1
11940,5
11941,5
11942,5
11943,3
11944,5
11945,6
11946,5
11947,7
11948,5
11949,2
11950,5
11951,5
11952,6
11953,3
11954,6
11955,7
11956,5
11957,2
11958,6
11959,1
11960,6
11961,6
11962,5
11963,3
11964,3
11965,5
11966,7
11967,1
11968,3
11969,3
11970,6
11971,6
11972,3
11973,5
11974,2
11975,3
11976,6
11977,3
11978,3
11979,7
11980,5
11981,6
11982,3
11983,1
11984,5
11985,6
11986,3
11987,3
11988,2
11989,6
11990,1
11991,2
11992,6
11993,2
11994,6
11995,3
11996,7
11997,5
11998,2
11999,6
12000,3
12001,2
12002,3
12003,5
12004,6
12005,6
12006,3
12007,5
12008,1
12009,6
12010,3
12011,7
12012,5
12013,1
12014,6
12015,1
12016,5
12017,2
12018,6
12019,3
12020,7
12021,7
12022,5
12023,2
12024,7
12025,7
12026,6
12027,6
12028,3
12029,4
12030,3
12031,3
12032,7
12033,7
12034,7
12035,5
12036,7
12037,7
12038,7
12039,6
12040,6
12041,7
12042,7
12043,5
12044,6
12045,4
12046,6
12047,3
12048,4
12049,4
12050,4
12051,3
12052,5
12053,5
12054,2
12055,6
12056,4
12057,1
12058,4
12059,4
12060,4
12061,3
12062,7
12063,7
12064,5
12065,5
12066,5
12067,2
12068,3
12069,4
12070,6
12071,7
12072,1
12073,5
12074,6
12075,6
12076,7
12077,5
12078,6
12079,6
12080,1
12081,5
12082,2
12083,3
12084,6
12085,5
12086,2
12087,5
12088,5
12089,5
12090,6
12091,3
12092,3
12093,6
12094,5
12095,5
12096,5
12097,1
12098,2
12099,2
12100,6
12101,3
12102,3
12103,6
12104,6
12105,5
12106,5
12107,6
12108,4
12109,6
12110,6
12111,5
12112,6
12113,3
12114,6
12115,5
12116,6
12117,6
12118,6
12119,5
12120,5
12121,5
12122,5
12123,5
12124,6
12125,4
12126,6
12127,6
12128,6
12129,5
12130,5
12131,5
12132,5
12133,5
12134,5
12135,5
12136,5
12137,6
12138,3
12139,3
12140,6
12141,6
12142,3
12143,5
12144,5
12145,5
12146,5
12147,3
12148,3
12149,6
12150,3
12151,1
12152,5
12153,5
12154,5
12155,5
12156,5
12157,6
12158,6
12159,5
12160,5
12161,5
12162,5
12163,6
12164,6
12165,5
12166,5
12167,5
12168,5
12169,6
12170,4
12171,6
12172,6
12173,5
12174,5
12175,5
12176,5
12177,4
12178,3
12179,6
12180,6
12181,6
12182,6
12183,3
12184,5
12185,5
12186,5
12187,5
12188,2
12189,6
12190,3
12191,4
12192,4
12193,3
12194,3
12195,2
12196,5
12197,5
12198,5
12199,2
12200,2
12201,3
12202,5
12203,4
12204,3
12205,5
12206,5
12207,6
12208,4
12209,4
12210,4
12211,6
12212,6
12213,5
12214,5
12215,6
12216,4
12217,3
12218,6
12219,4
12220,4
12221,4
12222,3
12223,6
12224,5
12225,5
12226,5
12227,4
12228,5
12229,5
12230,3
12231,4
12232,3
12233,6
12234,6
12235,5
12236,5
12237,5
12238,5
12239,2
12240,2
12241,3
12242,3
12243,6
12244,5
12245,6
12246,3
12247,5
12248,2
12249,6
12250,6
12251,4
12252,7
12253,5
12254,2
12255,3
12256,3
12257,6
12258,5
12259,2
12260,4
12261,6
12262,7
12263,5
12264,5
12265,5
12266,6
12267,3
12268,4
12269,3
12270,2
12271,5
12272,5
12273,6
12274,4
12275,4
12276,3
12277,3
12278,6
12279,6
12280,5
12281,5
12282,5
12283,5
12284,2
12285,3
12286,4
12287,3
12288,3
12289,2
12290,5
12291,5
12292,5
12293,2
12294,2
12295,3
12296,3
12297,3
12298,6
12299,5
12300,5
12301,5
12302,2
12303,2
12304,3
12305,4
12306,3
12307,4
12308,3
12309,6
12310,7
12311,1
12312,5
12313,3
12314,4
12315,3
12316,4
12317,5
12318,3
12319,3
12320,3
12321,4
12322,4
12323,3
12324,5
12325,4
12326,4
12327,6
12328,6
12329,2
12330,1
12331,4
12332,3
12333,6
12334,3
12335,4
12336,3
12337,4
12338,4
12339,4
12340,3
12341,1
12342,2
12343,4
12344,3
12345,3
12346,4
12347,3
12348,3
12349,4
12350,4
12351,4
12352,4
12353,3
12354,3
12355,3
12356,3
12357,4
12358,4
12359,4
12360,4
12361,4
12362,3
12363,3
12364,3
12365,3
12366,4
12367,4
12368,4
12369,3
12370,1
12371,6
12372,4
12373,4
12374,4
12375,4
12376,4
12377,4
12378,4
12379,4
12380,4
12381,3
12382,4
12383,4
12384,4
12385,7
12386,5
12387,6
12388,4
12389,3
12390,4
12391,4
12392,4
12393,4
12394,5
12395,3
12396,4
12397,4
12398,3
12399,4
12400,4
12401,3
12402,3
12403,4
12404,4
12405,4
12406,4
12407,4
12408,4
12409,4
12410,4
12411,4
12412,3
12413,3
12414,3
12415,1
12416,5
12417,3
12418,4
12419,4
12420,4
12421,4
12422,4
12423,4
12424,4
12425,4
12426,4
12427,4
12428,4
12429,4
12430,7
12431,2
12432,5
12433,4
12434,4
12435,4
12436,4
12437,4
12438,4
12439,4
12440,4
12441,4
12442,4
12443,4
12444,4
12445,3
12446,3
12447,4
12448,4
12449,4
12450,4
12451,2
12452,5
12453,5
12454,4
12455,4
12456,4
12457,3
12458,4
12459,4
12460,4
12461,4
12462,4
12463,4
12464,4
12465,4
12466,4
12467,4
12468,5
12469,3
12470,3
12471,4
12472,4
12473,4
12474,4
12475,4
12476,4
12477,4
12478,4
12479,4
12480,1
12481,2
12482,5
12483,5
12484,3
12485,4
12486,4
12487,4
12488,4
12489,4
12490,4
12491,4
12492,3
12493,4
12494,4
12495,3
12496,1
12497,2
12498,5
12499,5
12500,4
12501,4
12502,4
12503,4
12504,4
12505,4
12506,4
12507,4
12508,5
12509,5
12510,5
12511,3
12512,4
12513,4
12514,3
12515,3
12516,3
12517,4
12518,4
12519,4
12520,4
12521,4
12522,3
12523,3
12524,6
12525,6
12526,7
12527,1
12528,5
12529,3
12530,4
12531,4
12532,4
12533,4
12534,4
12535,4
12536,3
12537,6
12538,4
12539,5
12540,5
12541,4
12542,4
12543,4
12544,4
12545,4
12546,4
12547,4
12548,4
12549,4
12550,4
12551,6
12552,7
12553,5
12554,5
12555,5
12556,4
12557,4
12558,4
12559,3
12560,3
12561,4
12562,4
12563,4
12564,4
12565,4
12566,4
12567,4
12568,3
12569,6
12570,4
12571,3
12572,4
12573,4
12574,3
12575,3
12576,4
12577,4
12578,4
12579,4
12580,6
12581,6
12582,6
12583,4
12584,4
12585,4
12586,4
12587,4
12588,4
12589,4
12590,4
12591,4
12592,4
12593,4
12594,4
12595,4
12596,3
12597,4
12598,4
12599,4
12600,4
12601,3
12602,6
12603,4
12604,6
12605,5
12606,3
12607,4
12608,4
12609,4
12610,4
12611,4
12612,4
12613,4
12614,6
12615,6
12616,3
12617,3
12618,4
12619,4
12620,4
12621,3
12622,4
12623,4
12624,4
12625,4
12626,4
12627,3
12628,4
12629,6
12630,6
12631,5
12632,4
12633,4
12634,4
12635,4
12636,4
12637,4
12638,4
12639,4
12640,3
12641,4
12642,4
12643,4
12644,4
12645,4
12646,4
12647,3
12648,4
12649,6
12650,6
12651,4
12652,5
12653,5
12654,3
12655,4
12656,4
12657,4
12658,3
12659,4
12660,4
12661,4
12662,4
12663,4
12664,4
12665,4
12666,3
12667,3
12668,4
12669,4
12670,4
12671,4
12672,3
12673,4
12674,4
12675,6
12676,6
12677,7
12678,4
12679,4
12680,4
12681,4
12682,3
12683,4
12684,4
12685,3
12686,3
12687,6
12688,4
12689,4
12690,3
12691,3
12692,3
12693,4
12694,3
12695,4
12696,4
12697,4
12698,4
12699,4
12700,4
12701,4
12702,4
12703,3
12704,1
12705,1
12706,2
12707,4
12708,4
12709,4
12710,3
12711,3
12712,3
12713,4
12714,4
12715,4
12716,4
12717,4
12718,4
12719,6
12720,4
12721,6
12722,4
12723,3
12724,4
12725,4
12726,4
12727,4
12728,4
12729,4
12730,4
12731,4
12732,3
12733,4
12734,4
12735,6
12736,4
12737,6
12738,6
12739,3
12740,5
12741,2
12742,4
12743,4
12744,3
12745,4
12746,4
12747,4
12748,4
12749,4
12750,3
12751,6
12752,4
12753,6
12754,2
12755,5
12756,5
12757,4
12758,4
12759,3
12760,3
12761,3
12762,4
12763,4
12764,4
12765,4
12766,4
12767,4
12768,4
12769,3
12770,6
12771,4
12772,6
12773,5
12774,4
12775,4
12776,3
12777,3
12778,3
12779,3
12780,3
12781,4
12782,4
12783,4
12784,4
12785,4
12786,4
12787,3
12788,4
12789,6
12790,4
12791,5
12792,5
12793,3
12794,4
12795,4
12796,4
12797,4
12798,4
12799,4
12800,4
12801,4
12802,4
12803,4
12804,6
12805,6
12806,6
12807,4
12808,4
12809,3
12810,3
12811,4
12812,4
12813,4
12814,3
12815,6
12816,6
12817,1
12818,1
12819,5
12820,4
12821,3
12822,4
12823,3
12824,4
12825,4
12826,4
12827,4
12828,4
12829,3
12830,3
12831,3
12832,6
12833,6
12834,2
12835,5
12836,5
12837,5
12838,3
12839,4
12840,4
12841,4
12842,3
12843,6
12844,4
12845,1
12846,2
12847,5
12848,5
12849,3
12850,3
12851,3
12852,4
12853,3
12854,4
12855,3
12856,4
12857,4
12858,4
12859,4
12860,4
12861,3
12862,3
12863,6
12864,3
12865,4
12866,4
12867,3
12868,4
12869,4
12870,4
12871,4
12872,4
12873,4
12874,4
12875,4
12876,6
12877,6
12878,6
12879,1
12880,2
12881,3
12882,4
12883,6
12884,4
12885,4
12886,4
12887,3
12888,3
12889,4
12890,4
12891,4
12892,4
12893,4
12894,4
12895,3
12896,6
12897,4
12898,6
12899,6
12900,4
12901,6
12902,2
12903,5
12904,4
12905,4
12906,4
12907,4
12908,4
12909,3
12910,6
12911,3
12912,5
12913,3
12914,3
12915,4
12916,4
12917,4
12918,4
12919,4
12920,4
12921,3
12922,3
12923,3
12924,3
12925,6
12926,4
12927,4
12928,4
12929,6
12930,6
12931,6
12932,6
12933,4
12934,4
12935,6
12936,4
12937,4
12938,4
12939,4
12940,6
12941,6
12942,6
12943,1
12944,2
12945,1
12946,3
12947,4
12948,6
12949,6
12950,3
12951,4
12952,4
12953,4
12954,3
12955,6
12956,6
12957,6
12958,6
12959,2
12960,5
12961,5
12962,3
12963,3
12964,4
12965,4
12966,4
12967,4
12968,4
12969,4
12970,4
12971,4
12972,6
12973,6
12974,7
12975,1
12976,3
12977,3
12978,4
12979,4
12980,3
12981,1
12982,7
12983,5
12984,5
12985,1
12986,4
12987,6
12988,6
12989,4
12990,4
12991,4
12992,4
12993,4
12994,6
12995,4
12996,6
12997,4
12998,6
12999,6
13000,1
13001,5
13002,3
13003,3
13004,3
13005,4
13006,4
13007,4
13008,4
13009,6
13010,3
13011,3
13012,6
13013,3
13014,4
13015,3
13016,3
13017,4
13018,4
13019,4
13020,6
13021,6
13022,6
13023,1
13024,3
13025,6
13026,4
13027,4
13028,4
13029,4
13030,3
13031,6
13032,4
13033,6
13034,4
13035,6
13036,6
13037,6
13038,6
13039,6
13040,7
13041,7
13042,5
13043,3
13044,4
13045,3
13046,3
13047,3
13048,4
13049,4
13050,4
13051,4
13052,6
13053,3
13054,4
13055,6
13056,4
13057,4
13058,3
13059,3
13060,6
13061,6
13062,3
13063,4
13064,4
13065,4
13066,4
13067,4
13068,3
13069,3
13070,3
13071,6
13072,6
13073,6
13074,6
13075,7
13076,1
13077,5
13078,3
13079,4
13080,4
13081,4
13082,4
13083,4
13084,4
13085,6
13086,4
13087,6
13088,6
13089,7
13090,4
13091,4
13092,3
13093,6
13094,6
13095,4
13096,4
13097,4
13098,7
13099,2
13100,1
13101,3
13102,3
13103,6
13104,4
13105,4
13106,3
13107,3
13108,6
13109,6
13110,4
13111,6
13112,6
13113,2
13114,3
13115,3
13116,4
13117,3
13118,3
13119,4
13120,4
13121,3
13122,4
13123,4
13124,3
13125,6
13126,3
13127,3
13128,4
13129,4
13130,3
13131,6
13132,4
13133,6
13134,6
13135,7
13136,7
13137,3
13138,4
13139,4
13140,6
13141,6
13142,6
13143,6
13144,6
13145,6
13146,1
13147,4
13148,4
13149,3
13150,4
13151,6
13152,6
13153,4
13154,6
13155,6
13156,7
13157,1
13158,3
13159,3
13160,6
13161,6
13162,4
13163,3
13164,3
13165,4
13166,6
13167,6
13168,6
13169,1
13170,7
13171,1
13172,1
13173,3
13174,4
13175,6
13176,6
13177,3
13178,3
13179,4
13180,6
13181,6
13182,6
13183,6
13184,7
13185,3
13186,3
13187,4
13188,3
13189,3
13190,6
13191,6
13192,6
13193,6
13194,2
13195,4
13196,4
13197,3
13198,6
13199,3
13200,7
13201,7
13202,7
13203,6
13204,4
13205,6
13206,6
13207,6
13208,6
13209,6
13210,7
13211,2
13212,3
13213,4
13214,3
13215,4
13216,6
13217,6
13218,6
13219,3
13220,3
13221,3
13222,2
13223,3
13224,6
13225,6
13226,4
13227,4
13228,6
13229,6
13230,6
13231,3
13232,3
13233,7
13234,5
13235,4
13236,4
13237,6
13238,4
13239,3
13240,4
13241,3
13242,6
13243,6
13244,3
13245,3
13246,7
13247,5
13248,4
13249,6
13250,4
13251,3
13252,2
13253,5
13254,3
13255,3
13256,4
13257,6
13258,6
13259,4
13260,7
13261,7
13262,3
13263,4
13264,6
13265,6
13266,7
13267,7
13268,3
13269,4
13270,6
13271,6
13272,7
13273,1
13274,5
13275,4
13276,4
13277,6
13278,3
13279,6
13280,6
13281,3
13282,3
13283,6
13284,6
13285,3
13286,4
13287,4
13288,4
13289,6
13290,6
13291,7
13292,6
13293,3
13294,6
13295,6
13296,7
13297,1
13298,6
13299,6
13300,4
13301,6
13302,3
13303,6
13304,1
13305,1
13306,6
13307,3
13308,3
13309,7
13310,7
13311,2
13312,6
13313,6
13314,4
13315,3
13316,6
13317,6
13318,3
13319,7
13320,6
13321,4
13322,3
13323,3
13324,3
13325,3
13326,6
13327,4
13328,6
13329,6
13330,6
13331,4
13332,3
13333,6
13334,6
13335,6
13336,6
13337,1
13338,1
13339,1
13340,3
13341,4
13342,4
13343,6
13344,3
13345,4
13346,6
13347,6
13348,6
13349,6
13350,4
13351,6
13352,6
13353,6
13354,1
13355,3
13356,4
13357,6
13358,6
13359,6
13360,3
13361,6
13362,2
13363,6
13364,3
13365,6
13366,6
13367,4
13368,6
13369,6
13370,6
13371,3
13372,4
13373,3
13374,4
13375,4
13376,6
13377,3
13378,4
13379,6
13380,6
13381,6
13382,6
13383,1
13384,6
13385,6
13386,6
13387,6
13388,6
13389,4
13390,3
13391,6
13392,6
13393,4
13394,6
13395,6
13396,6
13397,1
13398,2
13399,4
13400,1
13401,2
13402,6
13403,6
13404,6
13405,6
13406,4
13407,6
13408,3
13409,6
13410,6
13411,6
13412,6
13413,6
13414,4
13415,4
13416,6
13417,6
13418,4
13419,6
13420,2
13421,4
13422,1
13423,2
13424,6
13425,4
13426,2
13427,2
13428,6
13429,6
13430,2
13431,4
13432,4
13433,1
13434,5
13435,6
13436,4
13437,6
13438,6
13439,3
13440,2
13441,4
13442,2
13443,1
13444,1
13445,5
13446,6
13447,6
13448,6
13449,6
13450,6
13451,2
13452,1
13453,1
13454,2
13455,5
13456,5
13457,6
13458,3
13459,4
13460,3
13461,5
13462,5
13463,6
13464,6
13465,4
13466,5
13467,5
13468,5
13469,5
13470,6
13471,1
13472,5
13473,5
13474,5
13475,2
13476,5
13477,5
13478,5
13479,5
13480,6
13481,3
13482,5
13483,5
13484,6
13485,1
13486,5
13487,2
13488,3
13489,6
13490,6
13491,6
13492,2
13493,5
13494,5
13495,6
13496,6
13497,2
13498,3
13499,5
13500,3
13501,1
13502,1
13503,1
13504,3
13505,1
13506,5
13507,5
13508,5
13509,3
13510,2
13511,5
13512,5
13513,2
13514,2
13515,6
13516,1
13517,3
13518,2
13519,5
13520,7
13521,3
13522,3
13523,2
13524,7
13525,5
13526,5
13527,5
13528,1
13529,7
13530,2
13531,2
13532,3
13533,1
13534,1
13535,5
13536,5
13537,3
13538,5
13539,5
13540,5
13541,3
13542,1
13543,5
13544,3
13545,7
13546,1
13547,5
13548,1
13549,3
13550,1
13551,2
13552,5
13553,5
13554,3
13555,3
13556,5
13557,5
13558,5
13559,1
13560,7
13561,5
13562,5
13563,3
13564,1
13565,1
13566,5
13567,3
13568,7
13569,5
13570,5
13571,5
13572,3
13573,5
13574,5
13575,3
13576,3
13577,1
13578,5
13579,5
13580,1
13581,1
13582,2
13583,5
13584,1
13585,5
13586,5
13587,3
13588,3
13589,5
13590,1
13591,6
13592,3
13593,2
13594,1
13595,1
13596,2
13597,5
13598,5
13599,6
13600,6
13601,6
13602,6
13603,3
13604,1
13605,1
13606,5
13607,2
13608,7
13609,2
13610,5
13611,5
13612,5
13613,5
13614,5
13615,3
13616,2
13617,2
13618,6
13619,1
13620,1
13621,1
13622,7
13623,2
13624,2
13625,2
13626,5
13627,3
13628,3
13629,3
13630,1
13631,2
13632,2
13633,7
13634,1
13635,1
13636,5
13637,5
13638,3
13639,5
13640,3
13641,7
13642,1
13643,3
13644,2
13645,5
13646,3
13647,1
13648,2
13649,2
13650,7
13651,1
13652,2
13653,7
13654,6
13655,6
13656,7
13657,7
13658,7
13659,5
13660,5
13661,7
13662,5
13663,6
13664,7
13665,7
13666,2
13667,5
13668,5
13669,1
13670,5
13671,6
13672,6
13673,7
13674,5
13675,6
13676,1
13677,1
13678,1
13679,5
13680,3
13681,1
13682,5
13683,5
13684,7
13685,5
13686,3
13687,1
13688,5
13689,5
13690,5
13691,6
13692,6
13693,6
13694,1
13695,5
13696,3
13697,6
13698,6
13699,2
13700,5
13701,5
13702,6
13703,6
13704,7
13705,1
13706,7
13707,2
13708,6
13709,6
13710,7
13711,1
13712,5
13713,5
13714,3
13715,2
13716,2
13717,5
13718,2
13719,3
13720,5
13721,3
13722,3
13723,7
13724,7
13725,5
13726,5
13727,5
13728,3
13729,7
13730,7
13731,5
13732,3
13733,6
13734,1
13735,7
13736,5
13737,5
13738,5
13739,7
13740,1
13741,7
13742,5
13743,6
13744,7
13745,3
13746,3
13747,3
13748,3
13749,5
13750,5
13751,1
13752,7
13753,7
13754,3
13755,6
13756,1
13757,3
13758,2
13759,7
13760,7
13761,7
13762,3
13763,3
13764,3
13765,7
13766,2
13767,7
13768,1
13769,5
13770,1
13771,3
13772,1
13773,7
13774,7
13775,5
13776,1
13777,5
13778,5
13779,6
13780,7
13781,5
13782,5
13783,3
13784,1
13785,1
13786,7
13787,2
13788,3
13789,3
13790,7
13791,7
13792,7
13793,7
13794,5
13795,2
13796,3
13797,3
13798,3
13799,1
13800,7
13801,7
13802,5
13803,5
13804,5
13805,3
13806,3
13807,7
13808,5
13809,2
13810,2
13811,1
13812,7
13813,5
13814,5
13815,3
13816,1
13817,7
13818,7
13819,7
13820,5
13821,5
13822,5
13823,3
13824,3
13825,3
13826,3
13827,3
13828,1
13829,7
13830,6
13831,6
13832,6
13833,3
13834,7
13835,7
13836,2
13837,3
13838,6
13839,6
13840,7
13841,1
13842,3
13843,7
13844,7
13845,1
13846,7
13847,6
13848,6
13849,6
13850,6
13851,7
13852,5
13853,1
13854,3
13855,6
13856,7
13857,7
13858,5
13859,5
13860,2
13861,7
13862,3
13863,3
13864,6
13865,5
13866,7
13867,7
13868,6
13869,6
13870,6
13871,7
13872,5
13873,7
13874,6
13875,5
13876,6
13877,3
13878,3
13879,3
13880,7
13881,7
13882,6
13883,6
13884,5
13885,5
13886,6
13887,6
13888,7
13889,7
13890,7
13891,7
13892,2
13893,7
13894,7
13895,7
13896,5
13897,6
13898,6
13899,5
13900,1
13901,7
13902,5
13903,2
13904,6
13905,3
13906,7
13907,6
13908,5
13909,7
13910,6
13911,3
13912,6
13913,7
13914,7
13915,7
13916,5
13917,6
13918,3
13919,7
13920,2
13921,7
13922,7
13923,7
13924,7
13925,5
13926,6
13927,6
13928,6
13929,3
13930,2
13931,5
13932,6
13933,7
13934,7
13935,7
13936,6
13937,6
13938,2
13939,2
13940,5
13941,7
13942,7
13943,7
13944,7
13945,7
13946,2
13947,2
13948,2
13949,3
13950,7
13951,7
13952,7
13953,1
13954,7
13955,1
13956,7
13957,7
13958,6
13959,5
13960,7
13961,1
13962,7
13963,7
13964,2
13965,2
13966,7
13967,7
13968,7
13969,3
13970,7
13971,7
13972,7
13973,7
13974,7
13975,7
13976,7
13977,2
13978,6
13979,1
13980,7
13981,2
13982,7
13983,1
13984,7
13985,7
13986,1
13987,7
13988,6
13989,5
13990,3
13991,7
13992,7
13993,7
13994,7
13995,7
13996,7
13997,1
13998,6
13999,6
14000,5
14001,2
14002,1
14003,7
14004,7
14005,7
14006,2
14007,7
14008,5
14009,5
14010,7
14011,7
14012,7
14013,7
14014,7
14015,3
14016,6
14017,5
14018,1
14019,5
14020,7
14021,7
14022,2
14023,5
14024,7
14025,6
14026,5
14027,5
14028,7
14029,7
14030,5
14031,7
14032,2
14033,5
14034,5
14035,7
14036,7
14037,5
14038,1
14039,7
14040,7
14041,1
14042,5
14043,6
14044,6
14045,2
14046,7
14047,2
14048,5
14049,5
14050,6
14051,5
14052,6
14053,6
14054,1
14055,7
14056,2
14057,1
14058,1
14059,7
14060,3
14061,2
14062,7
14063,7
14064,5
14065,2
14066,2
14067,5
14068,7
14069,1
14070,1
14071,2
14072,1
14073,5
14074,1
14075,2
14076,2
14077,3
14078,5
14079,5
14080,3
14081,6
14082,6
14083,5
14084,1
14085,1
14086,7
14087,3
14088,1
14089,2
14090,6
14091,1
14092,1
14093,1
14094,7
14095,5
14096,2
14097,6
14098,3
14099,1
14100,5
14101,7
14102,7
14103,5
14104,5
14105,5
14106,5
14107,1
14108,1
14109,5
14110,3
14111,7
14112,3
14113,5
14114,3
14115,7
14116,5
14117,3
14118,3
14119,5
14120,7
14121,3
14122,1
14123,5
14124,5
14125,1
14126,7
14127,1
14128,5
14129,2
14130,5
14131,5
14132,5
14133,5
14134,7
14135,5
14136,3
14137,5
14138,5
14139,6
14140,1
14141,1
14142,5
14143,5
14144,5
14145,5
14146,5
14147,3
14148,3
14149,5
14150,5
14151,1
14152,7
14153,3
14154,3
14155,5
14156,5
14157,7
14158,1
14159,5
14160,5
14161,5
14162,5
14163,1
14164,1
14165,2
14166,3
14167,3
14168,1
14169,7
14170,7
14171,5
14172,7
14173,6
14174,6
14175,6
14176,7
14177,5
14178,2
14179,1
14180,5
14181,5
14182,1
14183,1
14184,7
14185,7
14186,2
14187,2
